lead_id,store_name,lead_channel_label,google_maps_category,instagram_handle,followers,items_listed,sell_through_rate,website,email,phone,owner_name,address,city,neighbourhood,country,lat,lng,est_monthly_spend_gbp,lead_source,last_contact_date,last_purchase_date,stage_raw,stage_clean,pipeline_status,notes,source_lead_ids,n_records_merged,store_type,store_type_confidence,_confirmed_non_uk,_unverified_location,store_category,qualifies,qualification_reason,contactability_score,data_quality_flag,ELIGIBLE,OUTREACH_TYPE,RECOMMENDED_FOLLOW_UP_DATE,SUGGESTED_MESSAGE,MESSAGE_LOGIC,PERSONALISATION_ANGLE
L1143,depoprail41,depop,unknown,@depoprail41,14109.0,1300.0,0.6,unknown,depoprail41@gmail.com,unknown,unknown,unknown,unknown,unknown,unknown,,,1751,Vinted scrape,2026-06-03,2025-10-06,Churned,Churned,Churned,unknown,L1143,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Vinted scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,3,Missing Website; Unverified Location,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given your Vinted shop, I understand if the timing wasn't right before. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?",Stage identified as Churned (Churned-Win-Back). Personalisation drawn from channel (notes unavailable): selling through Vinted. Last contacted 43 day(s) ago - timing supports a follow-up now.,selling through Vinted
L1144,eraroom25,reseller,unknown,@eraroom25,13053.0,385.0,0.52,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,200,Depop scrape,never,never,new lead,New Lead,Prospect,unknown,L1144,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed selling through Depop. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from channel (notes unavailable): selling through Depop. No prior contact on record - treated as first outreach.,selling through Depop
L1031,Bygone Exchange,unknown,Vintage & retro fashion,@bygoneexchange,11293.0,,,https://bygoneexchange.co.uk,info@bygoneexchange.com,+447533963605,unknown,122 Broadway,London,"Camden, London",UK,51.53627,-0.13867,3749,BDR,2026-04-22,never,emailed,Contacted,Contacted,"Y2K, grunge and reworked one-off pieces",L1031,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage & retro fashion' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your Y2K, grunge and reworked one-off pieces. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?","Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your Y2K, grunge and reworked one-off pieces. Last contacted 85 day(s) ago - timing supports a follow-up now.","your Y2K, grunge and reworked one-off pieces"
L1201,NOMAD ROOM,unknown,Vintage clothing store,@nomadroom,5647.0,,,https://nomadroom.co.uk,info@nomadroom.com,+447362266093,unknown,116 Broadway,Bristol,"Stokes Croft, Bristol",UK,51.46233,-2.58509,3732,Google Maps scrape,2026-05-20,never,Churned,Churned,Churned,80s/90s denim & sportswear specialist |,"L1201, L1088",2,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage clothing store' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given the 80s/90s denim and sportswear range you've built, I understand if the timing wasn't right before. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?",Stage identified as Churned (Churned-Win-Back). Personalisation drawn from notes: your 80s/90s denim and sportswear edit. Last contacted 57 day(s) ago - timing supports a follow-up now.,your 80s/90s denim and sportswear edit
L1011,Golden Era Trading Co,shop,Vintage clothing store,@goldeneratradingco,10210.0,,,https://goldeneratradingco.co.uk,info@goldeneratradi.com,+447950240268,unknown,30 Market St,London,"Shoreditch, London",UK,51.52982,-0.08027,2700,Instagram,2026-06-15,never,contacted,Contacted,Contacted,"Reworked vintage and archive designer pieces | Vintage workwear, military surplus, carhartt | Keen but wants to see the app before committing.","L1011, L1039",2,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage clothing store' is a specific vintage/resale-clothing category - qualifies.,5,Multiple Websites,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your reworked and archive designer pieces. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your reworked and archive designer pieces. Last contacted 31 day(s) ago - timing supports a follow-up now.,your reworked and archive designer pieces
L1125,Marlowe Exchange,unknown,Consignment store,@marloweexchange,4699.0,,,https://marloweexchange.shop,info@marloweexchang.com,unknown,unknown,44 Market St,New York,"Williamsburg, New York",USA,40.7118,-73.95639,1193,Inbound,2026-06-04,never,contacted,Contacted,Contacted,Reworked vintage and archive designer pieces |,L1125,1,Physical Store,High,True,False,Consignment Store,True,Category 'Consignment store' is a specific vintage/resale-clothing category - qualifies.,4,Non-UK,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your reworked and archive designer pieces. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your reworked and archive designer pieces. Last contacted 42 day(s) ago - timing supports a follow-up now.,your reworked and archive designer pieces
L1029,Attic Apparel,store,Thrift store,@atticapparel,2176.0,,,unknown,unknown,unknown,Mila Meyer,161 Kingsland Rd,London,"Camden, London",UK,51.54524,-0.14971,1618,Inbound,2026-06-07,never,1st touch sent,Contacted,Contacted,80s/90s denim & sportswear specialist,L1029,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Thrift store' is a specific vintage/resale-clothing category - qualifies.,2,Missing Contact; Missing Website,True,Re-Engagement,,"Hi Mila, it's been a little while, so wanted to check back in given your 80s/90s denim and sportswear edit. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your 80s/90s denim and sportswear edit. Last contacted 39 day(s) ago - timing supports a follow-up now.,your 80s/90s denim and sportswear edit
L1049,Marlowe Rail,unknown,Thrift store,@marlowerail,10092.0,,,unknown,info@marlowerail.com,+447880592962,Leo Nowak,178 Church Rd,London,"Dalston, London",UK,51.55131,-0.08595,2428,BDR,2026-03-15,never,contacted,Contacted,Contacted,Hand-picked vintage from the 60s to the 90s |,L1049,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Thrift store' is a specific vintage/resale-clothing category - qualifies.,4,Missing Website,True,Re-Engagement,,"Hi Leo, it's been a little while, so wanted to check back in given your hand-picked edit spanning the 60s through the 90s. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your hand-picked edit spanning the 60s through the 90s. Last contacted 123 day(s) ago - timing supports a follow-up now.,your hand-picked edit spanning the 60s through the 90s
L1083,Patina Store,unknown,Retro clothing shop,@patinastore,14522.0,,,https://patinastore.shop,unknown,+447886101581,unknown,153 The Parade,Manchester,"Northern Quarter, Manchester",UK,53.49273,-2.2477,2389,Instagram,never,never,New,New Lead,Prospect,"Reworked vintage and archive designer pieces | Heard of Fleek, thinks it's 'for small resellers'.",L1083,1,Physical Store,High,False,False,Vintage Store,True,Category 'Retro clothing shop' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Cold,,"Hi there, I came across your shop and noticed your reworked and archive designer pieces. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Worth a quick correction on that: we work with shops at a range of sizes, not just small resellers - happy to show you what that actually looks like. Would it be useful to see what's currently available that fits what you stock?","Stage identified as New Lead (Cold). Personalisation drawn from notes: your reworked and archive designer pieces. Notes flagged a specific objection/context, addressed directly rather than ignored. No prior contact on record - treated as first outreach.",your reworked and archive designer pieces
L1178,deadpicks79,unknown,unknown,@deadpicks79,36982.0,1171.0,0.35,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,2479,Whatnot,never,never,not contacted,New Lead,Prospect,"Whatnot seller, live sales",L1178,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Whatnot) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed your live-sale format on Whatnot. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from notes: your live-sale format on Whatnot. No prior contact on record - treated as first outreach.,your live-sale format on Whatnot
L1032,Second Store,unknown,Vintage & retro fashion,unknown,,,,https://secondstore.co.uk,info@secondstore.com,unknown,Ben Dubois,178 Broadway,London,"Camden, London",UK,51.5426,-0.13416,1794,Referral,2026-06-12,never,not interested,Not Interested,Lost,"Vintage streetwear — Nike, Adidas, Ralph",L1032,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage & retro fashion' is a specific vintage/resale-clothing category - qualifies.,3,Missing Instagram,False,No Action,,,"Stage 'Not Interested' is on the do-not-message list - no message drafted, no assumptions made about prior conversation content.",
L1051,Bygone Room,physical,Flea market,@bygoneroom,4908.0,,,https://bygoneroom.co.uk,info@bygoneroom.com,unknown,unknown,121 Church Rd,London,"Dalston, London",UK,51.55221,-0.07574,654,Google Maps scrape,never,never,new lead,New Lead,Prospect,Reclaimed furniture and home restoration,L1051,1,Physical Store,High,False,False,Market Stall,True,Category 'Flea market' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Cold,,"Hi there, I came across your shop and noticed your market stall setup. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from category (notes unavailable): your market stall setup. No prior contact on record - treated as first outreach.,your market stall setup
L1103,Pinegrove Store,unknown,Retro clothing shop,@pinegrovestore,24496.0,,,unknown,info@pinegrovestore.com,+33643132912,Priya Nowak,116 Kingsland Rd,Paris,"Le Marais, Paris",France,48.85454,2.3509,2579,Market visit,2026-05-21,never,visit booked,Visit Booked,Opportunity,"Curated vintage womenswear, Levi's & band tees | Keen but wants to see the app before committing.",L1103,1,Physical Store,High,True,False,Vintage Store,True,Category 'Retro clothing shop' is a specific vintage/resale-clothing category - qualifies.,4,Missing Website; Non-UK,True,Re-Engagement,,"English: Hi Priya, it's been a little while, so wanted to check back in given your curated womenswear built around Levi's and band tees. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Makes sense to see it in action first - I can walk you through the app directly rather than describe it. Worth a quick chat to see where things stand?

Translated (French): Bonjour Priya, cela fait un moment, je voulais donc reprendre contact étant donné votre sélection femme construite autour de Levi's et de t-shirts de groupes de musique. Aucune pression si le moment n'est plus idéal, mais si l'approvisionnement reste d'actualité, je serais ravi d'en reparler. Voir l'application avant de vous engager est tout à fait logique - je peux vous la présenter directement plutôt que de la décrire. Cela vaudrait-il la peine d'en discuter rapidement ?","Stage identified as Visit Booked (Re-Engagement). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 56 day(s) ago - timing supports a follow-up now.",your curated womenswear built around Levi's and band tees
L1072,Bygone Emporium,shop,Vintage boutique,unknown,,,,https://bygoneemporium.shop,info@bygoneemporium.com,unknown,Nadia Shah,46 Cheshire St,Brighton,"North Laine, Brighton",UK,50.82343,-0.14894,3278,Google Maps scrape,2026-03-12,never,1st touch sent,Contacted,Contacted,Hand-picked vintage from the 60s to the 90s,L1072,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage boutique' is a specific vintage/resale-clothing category - qualifies.,3,Missing Instagram,True,Re-Engagement,,"Hi Nadia, it's been a little while, so wanted to check back in given your hand-picked edit spanning the 60s through the 90s. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your hand-picked edit spanning the 60s through the 90s. Last contacted 126 day(s) ago - timing supports a follow-up now.,your hand-picked edit spanning the 60s through the 90s
L1126,Retrograde Racks,physical,Second-hand shop,@retrograderacks,23398.0,,,https://retrograderacks.co.uk,info@retrograderack.com,+33661849926,Priya Ali,159 Market St,Los Angeles,"Melrose, Los Angeles",USA,34.07858,-118.35417,7414,BDR,2026-06-12,never,Visit booked,Visit Booked,Opportunity,"Curated vintage womenswear, Levi's & band tees | Instagram DMs open, email bounced.",L1126,1,Physical Store,High,True,False,Second-Hand Store,True,Category 'Second-hand shop' is a specific vintage/resale-clothing category - qualifies.,5,Non-UK,True,Re-Engagement,,"Hi Priya, it's been a little while, so wanted to check back in given your curated womenswear built around Levi's and band tees. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Since email hasn't been landing, DMs are probably the easier way to reach you. Worth a quick chat to see where things stand?","Stage identified as Visit Booked (Re-Engagement). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 34 day(s) ago - timing supports a follow-up now.",your curated womenswear built around Levi's and band tees
L1173,thedrip50,unknown,unknown,@thedrip50,45650.0,889.0,0.57,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1638,Depop scrape,never,never,New,New Lead,Prospect,"Fast seller, good margins",L1173,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed how quickly your stock turns over. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from notes: how quickly your stock turns over. No prior contact on record - treated as first outreach.,how quickly your stock turns over
L1184,archivefinds36,unknown,unknown,@archivefinds36,39209.0,440.0,0.38,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1613,Whatnot,2026-06-30,2026-06-27,won,Closed Won,Customer,"IG shop, DMs open",L1184,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Whatnot) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Customer Check-In,,"Hi there, wanted to check in properly rather than send a generic update, given the DM-led way you run sales. Keen to hear how things have been going and whether there's anything new worth exploring together. Any gaps in what you're sourcing at the moment, or new ranges you're thinking about?",Stage identified as Closed Won (Customer Check-In). Personalisation drawn from notes: running your shop straight through Instagram DMs. Last contacted 16 day(s) ago - timing supports a follow-up now.,running your shop straight through Instagram DMs
L1071,Worn Exchange,unknown,Vintage & retro fashion,@wornexchange,18878.0,,,https://wornexchange.shop,unknown,+447406403910,Chloe Haddad,180 Market St,Brighton,"North Laine, Brighton",UK,50.82699,-0.15055,3357,Market visit,2026-06-24,never,Replied,Replied,Engaged,Retro football shirts & vintage sportswear,L1071,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage & retro fashion' is a specific vintage/resale-clothing category - qualifies.,4,Possible Duplicate - Unverified,True,Re-Engagement,,"Hi Chloe, it's been a little while, so wanted to check back in given your retro football shirt and vintage sportswear range. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Replied (Re-Engagement). Personalisation drawn from notes: your retro football shirt and vintage sportswear range. Last contacted 22 day(s) ago - timing supports a follow-up now.,your retro football shirt and vintage sportswear range
L1030,Faded Loft,shop,Vintage & retro fashion,unknown,,,,unknown,info@fadedloft.com,+447748467737,Freya Rossi,99 Union St,London,"Camden, London",UK,51.54912,-0.1424,3558,Google Maps scrape,2026-05-03,never,sent pricing,Quote Sent,Opportunity,"Vintage workwear, military surplus, carhartt",L1030,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage & retro fashion' is a specific vintage/resale-clothing category - qualifies.,3,Missing Website; Missing Instagram,True,Re-Engagement,,"Hi Freya, it's been a little while, so wanted to check back in given your workwear and military surplus range, including Carhartt. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?","Stage identified as Quote Sent (Re-Engagement). Personalisation drawn from notes: your workwear and military surplus range, including Carhartt. Last contacted 74 day(s) ago - timing supports a follow-up now.","your workwear and military surplus range, including Carhartt"
L1077,Velvet Closet,shop,Used clothing store,@velvetcloset,28714.0,,,https://velvetcloset.shop,unknown,+447204899642,Hannah Byrne,59 Broadway,Manchester,"Northern Quarter, Manchester",UK,53.48567,-2.2421,804,Instagram,never,never,not contacted,New Lead,Prospect,"Vintage streetwear — Nike, Adidas, Ralph",L1077,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Cold,,"Hi Hannah, I came across your shop and noticed your streetwear edit built around Nike, Adidas and Ralph Lauren. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?","Stage identified as New Lead (Cold). Personalisation drawn from notes: your streetwear edit built around Nike, Adidas and Ralph Lauren. No prior contact on record - treated as first outreach.","your streetwear edit built around Nike, Adidas and Ralph Lauren"
L1038,Moth Supply,physical,Used clothing store,@mothsupply,21354.0,,,https://mothsupply.co.uk,unknown,unknown,unknown,63 Church Rd,London,"Peckham, London",UK,51.48089,-0.07608,1273,Referral,2026-04-16,never,contacted,Contacted,Contacted,80s/90s denim & sportswear specialist,L1038,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,3,Missing Contact,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your 80s/90s denim and sportswear edit. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your 80s/90s denim and sportswear edit. Last contacted 91 day(s) ago - timing supports a follow-up now.,your 80s/90s denim and sportswear edit
L1056,Dusty Vault,unknown,Retro clothing shop,@dustyvault,4117.0,,,https://dustyvault.shop,info@dustyvault.com,+447681447394,Ellie Meyer,52 Market St,London,"Notting Hill, London",UK,51.50026,-0.20622,3762,Market visit,2026-06-28,never,Contacted,Contacted,Contacted,"Vintage streetwear — Nike, Adidas, Ralph |",L1056,1,Physical Store,High,False,False,Vintage Store,True,Category 'Retro clothing shop' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Cold,,"Hi Ellie, I came across your shop and noticed your streetwear edit built around Nike, Adidas and Ralph Lauren. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?","Stage identified as Contacted (Cold). Personalisation drawn from notes: your streetwear edit built around Nike, Adidas and Ralph Lauren. Last contacted 18 day(s) ago - timing supports a follow-up now.","your streetwear edit built around Nike, Adidas and Ralph Lauren"
L1099,Nomad Vault,physical,Thrift store,@nomadvault,12585.0,,,unknown,info@nomadvault.com,+447056481491,unknown,128 Kingsland Rd,Glasgow,Glasgow,UK,55.86446,-4.26247,3456,BDR,2026-06-15,never,negotiating,Negotiating,Opportunity,Reworked vintage and archive designer pieces,L1099,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Thrift store' is a specific vintage/resale-clothing category - qualifies.,4,Missing Website,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your reworked and archive designer pieces. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Negotiating (Re-Engagement). Personalisation drawn from notes: your reworked and archive designer pieces. Last contacted 31 day(s) ago - timing supports a follow-up now.,your reworked and archive designer pieces
L1111,Velvet Exchange,physical,Vintage boutique,@velvetexchange,3940.0,,,https://velvetexchange.co.uk,info@velvetexchange.com,+33676267658,Oscar Shah,123 Union St,Berlin,"Kreuzberg, Berlin",Germany,52.4909,13.39277,3572,Inbound,2026-03-31,never,sent pricing,Quote Sent,Opportunity,"Curated vintage womenswear, Levi's & band tees",L1111,1,Physical Store,High,True,False,Vintage Store,True,Category 'Vintage boutique' is a specific vintage/resale-clothing category - qualifies.,5,Non-UK,True,Re-Engagement,,"English: Hi Oscar, it's been a little while, so wanted to check back in given your curated womenswear built around Levi's and band tees. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?

Translated (German): Hallo Oscar, es ist eine Weile her, deshalb wollte ich mich angesichts Ihre kuratierte Damenmode rund um Levi's und Band-T-Shirts noch einmal melden. Kein Druck, falls sich der Zeitpunkt geändert hat, aber falls Beschaffung weiterhin ein Thema für Sie ist, spreche ich gerne wieder darüber. Würde sich ein kurzes Gespräch lohnen?",Stage identified as Quote Sent (Re-Engagement). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. Last contacted 107 day(s) ago - timing supports a follow-up now.,your curated womenswear built around Levi's and band tees
L1123,Dusty Store,physical,Vintage boutique,@dustystore,6194.0,,,https://dustystore.co.uk,info@dustystore.com,unknown,Yusuf Klein,44 Church Rd,New York,"Williamsburg, New York",USA,40.71475,-73.95367,1393,Market visit,2026-05-22,never,not interested,Not Interested,Lost,"Vintage streetwear — Nike, Adidas, Ralph | Instagram DMs open, email bounced.",L1123,1,Physical Store,High,True,False,Vintage Store,True,Category 'Vintage boutique' is a specific vintage/resale-clothing category - qualifies.,4,Non-UK,False,No Action,,,"Stage 'Not Interested' is on the do-not-message list - no message drafted, no assumptions made about prior conversation content.",
L1062,Velvet Room,store,Vintage clothing store,@velvetroom,12385.0,,,https://velvetroom.com,info@velvetroom.com,+447609835841,Oscar Ali,116 Cheshire St,London,"Soho, London",UK,51.50851,-0.12226,879,Google Maps scrape,2026-03-26,never,in convo,In Conversation,Engaged,"Y2K, grunge and reworked one-off pieces",L1062,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage clothing store' is a specific vintage/resale-clothing category - qualifies.,5,None,False,No Action,,,"Stage 'In Conversation' is on the do-not-message list - no message drafted, no assumptions made about prior conversation content.",
L1097,Faded Vault,unknown,Consignment store,@fadedvault,21308.0,,,https://fadedvault.com,unknown,+447552696582,Noor Meyer,19 High St,Glasgow,Glasgow,UK,55.8663,-4.26347,656,Market visit,2026-04-16,2026-05-22,won,Closed Won,Customer,"Vintage workwear, military surplus, carhartt | Owner mentioned they already buy from a Pakistan supplier.",L1097,1,Physical Store,High,False,False,Consignment Store,True,Category 'Consignment store' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Customer Check-In,,"Hi Noor, wanted to check in properly rather than send a generic update, given the workwear and military surplus you carry, Carhartt included. Keen to hear how things have been going and whether there's anything new worth exploring together. Not looking to replace that relationship - more to see if we're useful alongside it for specific gaps. Any gaps in what you're sourcing at the moment, or new ranges you're thinking about?","Stage identified as Closed Won (Customer Check-In). Personalisation drawn from notes: your workwear and military surplus range, including Carhartt. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 91 day(s) ago - timing supports a follow-up now.","your workwear and military surplus range, including Carhartt"
L1063,Rewind Society,unknown,Used clothing store,@rewindsociety,15923.0,,,https://rewindsociety.co.uk,info@rewindsociety.com,+447298259526,Mila Lopez,152 The Parade,London,"Soho, London",UK,51.51398,-0.13377,1388,Inbound,never,never,new - inbound,Inbound,Prospect,"Vintage streetwear — Nike, Adidas, Ralph | Instagram DMs open, email bounced.",L1063,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,5,Possible Duplicate - Unverified,True,Inbound,,"Hi Mila, thanks for getting in touch - I had a look at your streetwear edit built around Nike, Adidas and Ralph Lauren before writing back. Fleek connects shops like yours with inventory from trusted suppliers, so given the Nike/Adidas/Ralph Lauren streetwear edit you carry, it seemed worth a proper reply rather than a generic one. Since email hasn't been landing, DMs are probably the easier way to reach you. What's the main gap in sourcing right now - more volume, more variety, or something specific you're struggling to find?","Stage identified as Inbound (Inbound). Personalisation drawn from notes: your streetwear edit built around Nike, Adidas and Ralph Lauren. Notes flagged a specific objection/context, addressed directly rather than ignored. No prior contact on record - treated as first outreach.","your streetwear edit built around Nike, Adidas and Ralph Lauren"
L1133,stockrail59,IG,unknown,@stockrail59,56133.0,960.0,0.26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,236,Vinted scrape,2026-05-02,2025-11-10,lapsed,Lapsed,Churned,Sells on Depop + Vinted,L1133,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Vinted scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given your presence across both Depop and Vinted, I understand if the timing wasn't right before. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?",Stage identified as Lapsed (Churned-Win-Back). Personalisation drawn from notes: selling across both Depop and Vinted. Last contacted 75 day(s) ago - timing supports a follow-up now.,selling across both Depop and Vinted
L1145,depopthreads55,unknown,unknown,@depopthreads55,56244.0,552.0,0.05,unknown,depopthreads55@gmail.com,unknown,unknown,unknown,unknown,unknown,unknown,,,713,Depop scrape,never,never,NEW,New Lead,Prospect,"Whatnot seller, live sales",L1145,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,3,Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed your live-sale format on Whatnot. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from notes: your live-sale format on Whatnot. No prior contact on record - treated as first outreach.,your live-sale format on Whatnot
L1196,WORN TRADING CO,store,Used clothing store,@worntradingco,18683.0,,,https://worntradingco.co.uk,info@worntradingco.com,+447925192546,unknown,34 Market St,London,"Dalston, London",UK,51.54143,-0.07796,4189,BDR,2026-06-02,never,emailed,Contacted,Contacted,"Y2K, grunge and reworked one-off pieces","L1196, L1048",2,Physical Store,High,False,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your Y2K, grunge and reworked one-off pieces. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?","Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your Y2K, grunge and reworked one-off pieces. Last contacted 44 day(s) ago - timing supports a follow-up now.","your Y2K, grunge and reworked one-off pieces"
